% 1. Title: Trajetórias Manipuladas - As Originais
% 
% 2. Sources:
%      (a) Creator: Marcel Tolentino Pinheiro de Oliveira
%      (b) Date: June, 2013
% 
@RELATION trajectory

@ATTRIBUTE collar  STRING
@ATTRIBUTE longitude  NUMERIC
@ATTRIBUTE latitude   NUMERIC
@ATTRIBUTE day DATE "dd/MM/yy"
@ATTRIBUTE hour DATE "HH:mm:ss"

@DATA
0003,-054.7226966666666667,-20.4438133333333333,17/03/09,13:43:09
0003,-054.7226,-20.44386833333333336,17/03/09,13:48:10
0003,-054.72273,-20.44382333333333335,17/03/09,13:53:10
0003,-054.72273,-20.44385,17/03/09,13:58:10
0003,-054.7227216666666667,-20.44391833333333336,17/03/09,14:03:09
0003,-054.7229333333333333,-20.4439416666666667,17/03/09,14:08:10
0003,-054.722795,-20.4438816666666667,17/03/09,14:12:11
0003,-054.7227783333333334,-20.44386333333333333,17/03/09,14:17:07
0003,-054.7229416666666667,-20.44382333333333335,17/03/09,14:21:23
0003,-054.7229166666666667,-20.4437966666666667,17/03/09,14:26:28
0003,-054.7226233333333333,-20.44386333333333333,17/03/09,14:32:08
0003,-054.722665,-20.4438816666666667,17/03/09,14:37:54
0003,-054.7226883333333334,-20.44387333333333334,17/03/09,14:41:37
0003,-054.7225266666666667,-20.44378,17/03/09,14:46:27
0003,-054.7226966666666667,-20.44454499999999997,17/03/09,14:52:07
0003,-054.7226733333333333,-20.44266833333333333,18/03/09,11:46:39
0003,-054.7226,-20.4428216666666666,18/03/09,11:51:10
0003,-054.7229,-20.442865,18/03/09,11:56:33
0003,-054.7227783333333334,-20.44276499999999996,18/03/09,12:01:10
0003,-054.7227783333333334,-20.4428,18/03/09,12:06:11
0003,-054.722795,-20.44279166666666664,18/03/09,12:11:42
0003,-054.7228433333333334,-20.4429233333333333,18/03/09,12:16:13
0003,-054.722835,-20.443215,18/03/09,12:21:33
0003,-054.7227616666666666,-20.44299666666666665,18/03/09,12:27:58
0003,-054.7228600000000001,-20.4434633333333334,18/03/09,12:36:44
0003,-054.7226566666666667,-20.4427183333333333,18/03/09,12:41:59
