% 1. Title: Trajetórias Manipuladas - As Originais
% 
% 2. Sources:
%      (a) Creator: Marcel Tolentino Pinheiro de Oliveira
%      (b) Date: June, 2013
% 
@RELATION trajectory

@ATTRIBUTE collar  STRING
@ATTRIBUTE longitude  NUMERIC
@ATTRIBUTE latitude   NUMERIC
@ATTRIBUTE day DATE "dd/MM/yy"
@ATTRIBUTE hour DATE "HH:mm:ss"

@DATA
0001,-054.72273,-20.44294833333333333,01/04/09,16:45:56
0001,-054.722665,-20.4428766666666667,01/04/09,16:51:10
0001,-054.7227383333333334,-20.44297,01/04/09,16:56:03
0001,-054.7226566666666667,-20.44287166666666666,01/04/09,17:00:51
0001,-054.7226966666666667,-20.44285,01/04/09,17:05:56
0001,-054.72273,-20.442895,01/04/09,17:10:58
0001,-054.7119216666666667,-20.44976333333333335,13/05/09,16:04:51
0001,-054.7120516666666667,-20.4497966666666667,13/05/09,18:47:21
0003,-054.722485,-20.4437466666666667,17/03/09,13:13:51
0003,-054.7225583333333333,-20.4438816666666667,17/03/09,13:18:40
0003,-054.72255,-20.44391499999999995,17/03/09,13:23:09
0003,-054.722835,-20.44389500000000004,17/03/09,13:28:10
0003,-054.7226566666666667,-20.44379833333333335,17/03/09,13:33:10
0003,-054.7226233333333333,-20.443815,17/03/09,13:38:10
